3114,Bălţi,47.76170,27.92890
4930,Sadovoe,47.77640,27.79610
3110,Bălţi,47.76170,27.92890
3118,Bălţi,47.76170,27.92890
3101,Bălţi,47.76170,27.92890
3151,Elizaveta,47.78420,28.02250
3107,Bălţi,47.76170,27.92890
3106,Bălţi,47.76170,27.92890
3100,Bălţi,47.76170,27.92890
3121,Bălţi,47.76170,27.92890
3112,Bălţi,47.76170,27.92890
3102,Bălţi,47.76170,27.92890
3111,Bălţi,47.76170,27.92890
3123,Bălţi,47.76170,27.92890
3129,Bălţi,47.76170,27.92890
3105,Bălţi,47.76170,27.92890
3128,Bălţi,47.76170,27.92890
3100,Bălţi,47.76170,27.92890
